block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_49931,0,15,0,0,PARK FAIR MALL,57064,180.0.2,714175,
b_50184,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,57191,180.0.1,718553,
b_50158,0,4,0,1,DART CENTRAL STATION,57146,180.0.1,717799,
a_49503,0,LINK,0,0,CENTER ST PARK & RIDE,56443,178.0.1,691090,
b_49924,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711302,
b_50246,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714073,
b_49925,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711300,
b_49925,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711301,
b_49927,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711306,
a_49503,0,LINK,0,0,CENTER ST PARK & RIDE,56443,178.0.1,691093,
a_49375,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688868,
a_49376,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688869,
a_49374,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688867,
a_49375,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688864,
a_49503,0,LINK,0,0,CENTER ST PARK & RIDE,56443,178.0.1,691092,
a_49350,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688862,
a_49374,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688863,
a_49375,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688860,
a_49376,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688861,
a_49319,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690768,
a_49319,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.142.1,690769,
b_50008,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715869,
b_50245,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714070,
b_50186,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718239,
b_50189,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718238,
a_49481,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690760,
a_49481,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690761,
a_49481,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690762,
b_50008,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715860,
a_49319,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690764,
a_49319,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690765,
a_49319,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690766,
a_49319,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.1,690767,
b_50027,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714075,
a_49329,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689232,
b_50252,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711298,
b_50055,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714861,
b_50032,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714074,
b_50008,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715885,
a_49412,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689209,
b_50108,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715887,
b_50007,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715886,
b_50008,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715881,
b_50110,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715880,
b_50108,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715883,
a_49329,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689208,
b_50008,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715889,
b_50110,0,3,0,1,DART CENTRAL STATION,57132,180.0.1,715888,
b_50169,0,50,0,0,MERLE HAY MALL,57151,180.0.1,717998,
b_50184,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.1,718571,
b_49934,0,1,0,1,DART CENTRAL STATION,57013,180.0.3,711407,
b_50251,0,1,0,0,E 42ND & HUBBELL,57012,180.0.1,711299,
b_50185,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.1,718191,
b_50253,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.1,718576,
b_49931,0,1,0,0,E 42ND & HUBBELL,57012,180.0.2,711358,
a_49377,0,3,0,0,VALLEY WEST MALL,56278,178.0.2,689245,
a_49381,0,3,0,0,VALLEY WEST MALL,56278,178.0.2,689244,
a_49379,0,3,0,0,VALLEY WEST MALL,56278,178.0.2,689247,
a_49378,0,3,0,0,VALLEY WEST MALL,56278,178.0.2,689246,
a_49378,0,3,0,0,VALLEY WEST MALL,56278,178.0.2,689241,
a_49377,0,3,0,0,VALLEY WEST MALL,56278,178.0.2,689240,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687818,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687819,
a_49295,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687816,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687817,
a_49296,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687814,
a_49295,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687815,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687812,
a_49296,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687813,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687810,
a_49296,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687811,
b_50175,0,98,0,1,ANKENY EXPRESS,57248,180.142.1,718947,
a_49432,0,5,0,0,JOHNSTON,56302,178.0.3,690030,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690550,
a_49451,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690308,
a_49433,0,5,0,0,JOHNSTON,56302,178.0.3,690031,
b_50011,0,52,0,1,DART CENTRAL STATION,57156,180.0.2,718121,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690557,
b_50011,0,52,0,1,DART CENTRAL STATION,57156,180.0.2,718123,
b_50010,0,52,0,1,DART CENTRAL STATION,57156,180.0.2,718122,
b_50015,0,52,0,0,JORDAN CREEK TOWN CENTER,57155,180.0.3,718125,
a_49330,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689203,
b_50046,0,98,0,1,ANKENY EXPRESS,57250,180.0.1,718949,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690556,
a_49411,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689202,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690555,
a_49412,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689205,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690554,
a_49329,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689204,
a_49381,0,16,0,1,DART CENTRAL STATION,56226,178.0.2,688916,
a_49377,0,16,0,1,DART CENTRAL STATION,56226,178.0.2,688917,
a_49378,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688914,
a_49377,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688915,
a_49380,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688912,
a_49330,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689207,
a_49377,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688910,
a_49381,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688911,
b_50056,0,3,0,0,VALLEY WEST MALL,57129,180.0.2,715929,
a_49411,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689206,
a_49379,0,16,0,1,DART CENTRAL STATION,56226,178.0.2,688918,
a_49378,0,16,0,1,DART CENTRAL STATION,56226,178.0.2,688919,
b_50010,0,52,0,1,DART CENTRAL STATION,57156,180.0.2,718119,
a_49459,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.3,690388,
a_49408,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.3,690389,
a_49408,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.3,690386,
a_49408,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.3,690387,
a_49408,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.3,690384,
a_49408,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.3,690385,
a_49459,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.3,690382,
a_49408,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.3,690383,
a_49459,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.3,690380,
a_49459,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.3,690381,
a_49438,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690140,
a_49440,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690141,
a_49439,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690142,
a_49440,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690143,
a_49439,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690144,
a_49438,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690145,
a_49440,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690146,
a_49439,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690147,
a_49440,0,52,0,1,DART CENTRAL STATION,56312,178.0.1,690148,
a_49332,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.2,690149,
b_50062,0,52,0,0,JORDAN CREEK TOWN CENTER,57155,180.0.1,718059,
a_49313,0,13,0,0,SE PARK AVE,56168,178.0.1,687927,
b_50060,0,16,0,1,DART CENTRAL STATION,57088,180.0.3,714910,
b_50061,0,16,0,1,DART CENTRAL STATION,57088,180.0.3,714911,
b_50060,0,16,0,1,DART CENTRAL STATION,57088,180.0.3,714912,
b_50061,0,16,0,1,DART CENTRAL STATION,57088,180.0.3,714913,
b_50060,0,16,0,1,DART CENTRAL STATION,57088,180.0.3,714914,
b_50061,0,16,0,1,DART CENTRAL STATION,57088,180.0.3,714915,
b_49993,0,13,0,1,SE PARK AVE,57038,180.0.1,713881,
b_49993,0,13,0,1,SE PARK AVE,57038,180.0.1,713880,
b_50020,0,96,0,0,EP TRUE EXPRESS,57240,180.2.1,718902,
b_50020,0,96,0,0,EP TRUE EXPRESS,57240,180.142.1,718901,
b_50257,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,715992,
a_49394,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.2,689094,
a_49377,0,17,0,1,DART CENTRAL STATION,56262,178.0.2,689095,
a_49397,0,17,0,0,AMAZON 5/BONDURANT,56244,178.0.3,689096,
a_49396,0,17,0,0,ALTOONA VIA E 26TH ST,56246,178.0.3,689097,
a_49394,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56259,178.0.2,689090,
a_49393,0,17,0,1,DART CENTRAL STATION,56255,178.0.2,689091,
a_49394,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,56256,178.0.2,689092,
a_49393,0,17,0,1,DART CENTRAL STATION,56255,178.0.2,689093,
b_50086,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.3,718671,
b_50069,0,17,0,0,ALTOONA,57103,180.0.1,714957,
b_49993,0,13,0,1,SE PARK AVE,57038,180.142.1,713884,
a_49395,0,17,0,0,ALTOONA,56245,178.0.3,689098,
a_49396,0,17,0,0,ALTOONA VIA E 26TH ST,56246,178.0.3,689099,
b_50071,0,17,0,1,DART CENTRAL STATION,57110,180.0.2,715027,
b_50184,0,96,0,0,EP TRUE EXPRESS,57240,180.2.1,718905,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715026,
b_50192,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.3,718672,
b_50112,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,715991,
b_50010,0,52,0,1,DART CENTRAL STATION,57156,180.0.2,718109,
b_49936,0,10,0,1,DART CENTRAL STATION,57019,180.0.1,711426,
b_50112,0,3,0,0,VALLEY WEST MALL,57129,180.0.3,715975,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715024,
b_50258,0,3,0,0,VALLEY WEST MALL,57129,180.0.3,715974,
b_50071,0,17,0,1,DART CENTRAL STATION,57110,180.0.2,715023,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715022,
b_50071,0,17,0,1,DART CENTRAL STATION,57110,180.0.2,715021,
a_49382,0,4,0,1,DART CENTRAL STATION,56300,178.0.3,689937,
b_50191,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.2,718278,
b_50216,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718748,
b_50257,0,3,0,0,VALLEY WEST MALL,57129,180.0.3,715970,
b_50257,0,3,0,0,VALLEY WEST MALL,57129,180.0.3,715973,
b_50197,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.3,718492,
b_50005,0,14,0,0,MERLE HAY MALL,57050,180.0.1,713932,
b_50087,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.3,718464,
a_49404,0,99,0,1,ALTOONA EXPRESS,56442,178.142.1,691038,
a_49442,0,99,0,1,ALTOONA EXPRESS,56442,178.142.1,691037,
b_50112,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,715997,
b_50165,0,5,0,1,DART CENTRAL STATION,57149,180.0.3,717989,
a_49324,0,99,0,0,ALTOONA EXPRESS,56437,178.0.1,691033,
a_49442,0,99,0,0,ALTOONA EXPRESS,56436,178.0.1,691030,
b_50006,0,14,0,0,MERLE HAY MALL,57050,180.0.1,713931,
b_50258,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,715996,
a_49488,0,95,0,1,VISTA EXPRESS,56423,178.0.1,690964,
a_49342,0,96,0,0,EP TRUE EXPRESS,56424,178.142.1,690965,
a_49476,0,95,0,1,BUS GARAGE,56422,178.0.1,690962,
a_49488,0,95,0,1,VISTA EXPRESS,56421,178.142.1,690961,
b_50191,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.2,718640,
b_50257,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,715995,
b_50232,0,8,0,1,DART CENTRAL STATION,57216,180.0.1,718827,
b_50184,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.1,718193,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717767,
b_50111,0,5,0,1,DART CENTRAL STATION,57149,180.0.1,717922,
b_50112,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,715994,
b_50013,0,2,0,0,E UNIVERSITY & E 30TH,57120,180.0.3,715085,
b_50084,0,2,0,1,DART CENTRAL STATION,57122,180.0.2,715084,
b_50086,0,2,0,1,DART CENTRAL STATION,57122,180.0.3,715087,
b_50087,0,2,0,1,DART CENTRAL STATION,57122,180.0.3,715086,
b_50084,0,2,0,0,E UNIVERSITY & E 30TH,57120,180.0.2,715081,
b_50082,0,2,0,1,DART CENTRAL STATION,57122,180.0.1,715080,
b_50085,0,2,0,1,DART CENTRAL STATION,57121,180.0.2,715083,
b_49931,0,2,0,0,E UNIVERSITY & E 30TH,57120,180.0.2,715082,
b_50071,0,17,0,0,ALTOONA VIA E 26TH ST,57102,180.0.2,715000,
b_50014,0,14,0,1,DART CENTRAL STATION,57053,180.0.3,714019,
a_49335,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688059,
a_49336,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688058,
a_49337,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688057,
a_49335,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688056,
a_49336,0,14,0,0,MERLE HAY MALL,56183,178.0.3,688055,
a_49332,0,14,0,1,DART CENTRAL STATION,56185,178.0.2,688054,
a_49333,0,14,0,1,DART CENTRAL STATION,56185,178.0.2,688053,
a_49334,0,14,0,1,DART CENTRAL STATION,56185,178.0.2,688052,
a_49332,0,14,0,1,DART CENTRAL STATION,56185,178.0.2,688051,
a_49333,0,14,0,1,DART CENTRAL STATION,56185,178.0.2,688050,
a_49440,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690104,
b_50162,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717967,
b_50013,0,52,0,1,DART CENTRAL STATION,57156,180.0.3,718141,
a_49439,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690105,
a_49438,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690106,
b_50162,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717961,
a_49409,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.3,690544,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690545,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690546,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690547,
a_49409,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.3,690540,
a_49409,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.3,690541,
a_49409,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.3,690542,
a_49409,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.3,690543,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690548,
a_49465,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.3,690549,
a_49485,0,72,0,1,VALLEY WEST MALL,56373,178.0.3,690818,
a_49440,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690101,
b_50005,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713959,
a_49439,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690102,
b_50005,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713955,
b_50006,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713954,
b_50005,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713957,
a_49397,0,3,0,1,DART CENTRAL STATION,56281,178.0.3,689332,
b_50005,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713951,
b_50006,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713950,
b_50005,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713953,
b_50006,0,14,0,1,DART CENTRAL STATION,57052,180.0.1,713952,
b_50032,0,15,0,1,DART CENTRAL STATION,57066,180.2.1,714115,
b_50190,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.2,718641,
b_50013,0,14,0,0,MERLE HAY MALL,57050,180.0.3,714005,
a_49439,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690108,
b_50214,0,72,0,1,VALLEY WEST MALL,57198,180.0.2,718740,
b_49925,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711335,
a_49438,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690109,
b_50158,0,4,0,1,DART CENTRAL STATION,57146,180.0.1,717819,
a_49451,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690609,
a_49452,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,56362,178.0.1,690608,
b_50195,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718338,
b_50194,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718339,
a_49451,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690603,
a_49453,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690602,
a_49452,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690601,
a_49453,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690600,
a_49451,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,56362,178.0.1,690607,
a_49454,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690606,
a_49451,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690605,
a_49454,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.1,690604,
b_50169,0,50,0,1,E 42ND STREET,57152,180.0.1,718019,
b_50166,0,50,0,1,E 42ND STREET,57152,180.0.1,718018,
b_50047,0,93,0,1,NW 86TH EXPRESS,57230,180.0.1,718875,
a_49461,0,60,0,0,INGERSOLL/UNIVERSITY,56340,178.0.1,690425,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689898,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689899,
b_50072,0,17,0,0,ALTOONA,57103,180.0.2,715003,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689894,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689895,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689896,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689897,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689890,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689891,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689892,
a_49428,0,4,0,0,PARK FAIR MALL,56290,178.0.2,689893,
b_50047,0,93,0,0,NW 86TH EXPRESS,57226,180.0.1,718870,
a_49424,0,4,0,1,DART CENTRAL STATION,56296,178.0.1,689876,
a_49426,0,4,0,1,DART CENTRAL STATION,56294,178.0.1,689877,
a_49481,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690775,
a_49481,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690774,
a_49481,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690773,
a_49319,0,72,0,1,VALLEY WEST MALL,56374,178.0.1,690772,
a_49426,0,4,0,1,DART CENTRAL STATION,56294,178.0.1,689870,
a_49427,0,4,0,1,DART CENTRAL STATION,56294,178.0.1,689871,
a_49350,0,16,0,1,DART CENTRAL STATION,56230,178.0.1,688875,
a_49375,0,16,0,1,DART CENTRAL STATION,56233,178.0.1,688874,
a_49374,0,16,0,1,DART CENTRAL STATION,56230,178.0.1,688877,
a_49350,0,16,0,1,DART CENTRAL STATION,56238,178.0.1,688876,
a_49350,0,16,0,1,DART CENTRAL STATION,56228,178.0.1,688870,
a_49319,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690779,
a_49481,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690778,
b_50188,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718208,
b_50186,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718209,
b_50167,0,50,0,0,MERLE HAY MALL,57150,180.0.1,718012,
b_50186,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718200,
b_50187,0,7,0,0,SOUTHRIDGE MALL VIA COUNTY LINE,57191,180.142.1,718552,
b_50187,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718202,
b_50184,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718203,
b_50188,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718204,
b_50186,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718205,
b_50185,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718206,
b_50187,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718207,
b_50186,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718590,
b_50186,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718591,
b_50180,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718592,
b_50217,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718744,
b_50180,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718594,
b_50253,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718596,
b_50180,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718597,
b_50189,0,7,0,1,DART CENTRAL STATION VIA COUNTY LINE,57195,180.0.1,718598,
b_50187,0,7,0,1,DART CENTRAL STATION VIA COUNTY LINE,57195,180.0.1,718599,
b_50225,0,92,0,0,HICKMAN EXPRESS,57221,180.2.1,718844,
b_50002,0,92,0,0,HICKMAN EXPRESS,57221,180.142.1,718842,
b_50002,0,92,0,0,HICKMAN EXPRESS,57221,180.2.1,718843,
b_50016,0,92,0,0,HICKMAN EXPRESS,57222,180.0.1,718841,
a_49329,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689150,
a_49381,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689270,
a_49378,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689271,
a_49379,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689272,
a_49381,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689273,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687809,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687808,
a_49379,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689276,
a_49380,0,3,0,1,DART CENTRAL STATION,56282,178.0.2,689277,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687805,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687804,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687807,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687806,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687801,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687800,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687803,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687802,
b_50192,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718684,
b_50086,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718685,
b_50192,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718686,
b_50086,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718687,
b_50192,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.3,718680,
b_50086,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718681,
b_50192,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718682,
b_50086,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718683,
b_50155,0,98,0,0,DMACC ANKENY,57246,180.0.1,718939,
b_50192,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718688,
b_50086,0,7,0,1,DART CENTRAL STATION,57194,180.0.3,718689,
b_50216,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718746,
b_50232,0,8,0,1,DART CENTRAL STATION,57216,180.0.1,718830,
b_50244,0,3,0,1,DART CENTRAL STATION,57130,180.0.1,715864,
a_49377,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688905,
a_49378,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688904,
a_49380,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688907,
a_49381,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688906,
a_49381,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688901,
a_49377,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688900,
a_49379,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688903,
a_49380,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688902,
a_49378,0,16,0,0,MERLE HAY MALL,56224,178.0.2,688909,
